,
Município,Taxa de desemprego 16a e+
220191 BOM PRINCIPIO DO PIAUI,"2,45"
220192 BONFIM DO PIAUI,"4,41"
220194 BOQUEIRAO DO PIAUI,"8,15"
220196 BRASILEIRA,"4,09"
220198 BREJO DO PIAUI,"6,94"
220200 BURITI DOS LOPES,"8,49"
220202 BURITI DOS MONTES,"5,82"
220205 CABECEIRAS DO PIAUI,"5,25"
220207 CAJAZEIRAS DO PIAUI,"11,48"
220208 CAJUEIRO DA PRAIA,"6,04"
220209 CALDEIRAO GRANDE DO PIAUI,"2,54"
220210 CAMPINAS DO PIAUI,"3,66"
220211 CAMPO ALEGRE DO FIDALGO,"39,15"
220213 CAMPO GRANDE DO PIAUI,"6,99"
220217 CAMPO LARGO DO PIAUI,"2,52"
220220 CAMPO MAIOR,"8,40"
220225 CANAVIEIRA,"17,03"
220230 CANTO DO BURITI,"10,40"
220240 CAPITAO DE CAMPOS,"4,55"
220245 CAPITAO GERVASIO OLIVEIRA,"4,35"
220250 CARACOL,"10,02"
220253 CARAUBAS DO PIAUI,"2,64"
220255 CARIDADE DO PIAUI,"9,11"
220260 CASTELO DO PIAUI,"7,54"
220265 CAXINGO,"4,64"
220270 COCAL,"5,39"
220271 COCAL DE TELHA,"12,17"
220272 COCAL DOS ALVES,"2,83"
220273 COIVARAS,"4,35"
220275 COLONIA DO GURGUEIA,"7,80"
220277 COLONIA DO PIAUI,"3,06"
220280 CONCEICAO DO CANINDE,"4,28"
220285 CORONEL JOSE DIAS,"8,17"
220290 CORRENTE,"8,67"
220300 CRISTALANDIA DO PIAUI,"7,12"
220310 CRISTINO CASTRO,"5,37"
220320 CURIMATA,"6,88"
220323 CURRAIS,"6,99"
220325 CURRALINHOS,"8,37"
220327 CURRAL NOVO DO PIAUI,"2,40"
220330 DEMERVAL LOBAO,"9,39"
220335 DIRCEU ARCOVERDE,"6,83"
220340 DOM EXPEDITO LOPES,"9,85"
220342 DOMINGOS MOURAO,"4,48"
220345 DOM INOCENCIO,"3,64"
220350 ELESBAO VELOSO,"5,02"
220360 ELISEU MARTINS,"6,51"
220370 ESPERANTINA,"6,38"
220375 FARTURA DO PIAUI,"4,68"
220380 FLORES DO PIAUI,"10,18"
220385 FLORESTA DO PIAUI,"5,68"
220390 FLORIANO,"6,68"
220400 FRANCINOPOLIS,"15,17"
220410 FRANCISCO AYRES,"4,31"
220415 FRANCISCO MACEDO,"15,46"
220420 FRANCISCO SANTOS,"5,05"
220430 FRONTEIRAS,"10,30"
220435 GEMINIANO,"8,31"
220440 GILBUES,"7,47"
220450 GUADALUPE,"6,75"
220455 GUARIBAS,"12,43"
220460 HUGO NAPOLEAO,"10,52"
220465 ILHA GRANDE,"6,97"
220470 INHUMA,"3,90"
220480 IPIRANGA DO PIAUI,"7,93"
220490 ISAIAS COELHO,"5,45"
220500 ITAINOPOLIS,"4,90"
220510 ITAUEIRA,"5,71"
220515 JACOBINA DO PIAUI,"9,24"
220520 JAICOS,"5,24"
220525 JARDIM DO MULATO,"6,29"
220527 JATOBA DO PIAUI,"1,63"
220530 JERUMENHA,"12,71"
220535 JOAO COSTA,"6,02"
220540 JOAQUIM PIRES,"6,37"
220545 JOCA MARQUES,"1,41"
220550 JOSE DE FREITAS,"8,49"
220551 JUAZEIRO DO PIAUI,"7,09"
220552 JULIO BORGES,"5,06"
220553 JUREMA,"13,50"
220554 LAGOINHA DO PIAUI,"2,58"
220555 LAGOA ALEGRE,"9,54"
220556 LAGOA DO BARRO DO PIAUI,"8,18"
220557 LAGOA DE SAO FRANCISCO,"6,19"
220558 LAGOA DO PIAUI,"5,33"
220559 LAGOA DO SITIO,"13,70"
220560 LANDRI SALES,"3,76"
220570 LUIS CORREIA,"8,74"
220580 LUZILANDIA,"3,49"
220585 MADEIRO,"4,72"
220590 MANOEL EMIDIO,"5,62"
220595 MARCOLANDIA,"2,67"
220600 MARCOS PARENTE,"13,79"
220605 MASSAPE DO PIAUI,"7,22"
220610 MATIAS OLIMPIO,"5,89"
220620 MIGUEL ALVES,"5,57"
220630 MIGUEL LEAO,"2,45"
220635 MILTON BRANDAO,"9,87"
220640 MONSENHOR GIL,"10,58"
220650 MONSENHOR HIPOLITO,"1,15"
220660 MONTE ALEGRE DO PIAUI,"9,18"
220665 MORRO CABECA NO TEMPO,"3,50"
220667 MORRO DO CHAPEU DO PIAUI,"3,62"
220669 MURICI DOS PORTELAS,"8,61"
220670 NAZARE DO PIAUI,"7,68"
220672 NAZARIA,"9,42"
220675 NOSSA SENHORA DE NAZARE,"12,48"
220680 NOSSA SENHORA DOS REMEDIOS,"3,23"
220690 NOVO ORIENTE DO PIAUI,"13,74"
220695 NOVO SANTO ANTONIO,"2,90"
220700 OEIRAS,"5,76"
220710 OLHO D'AGUA DO PIAUI,"16,43"
220720 PADRE MARCOS,"11,03"
220730 PAES LANDIM,"11,88"
220735 PAJEU DO PIAUI,"4,99"
220740 PALMEIRA DO PIAUI,"3,02"
220750 PALMEIRAIS,"16,60"
220755 PAQUETA,"4,36"
220760 PARNAGUA,"10,43"
220770 PARNAIBA,"9,71"
220775 PASSAGEM FRANCA DO PIAUI,"4,90"
220777 PATOS DO PIAUI,"6,28"
220779 PAU D'ARCO DO PIAUI,"1,84"
220780 PAULISTANA,"6,46"
220785 PAVUSSU,"4,74"
220790 PEDRO II,"4,64"
220793 PEDRO LAURENTINO,"4,50"
220795 NOVA SANTA RITA,"6,55"
220800 PICOS,"7,63"
220810 PIMENTEIRAS,"5,10"
220820 PIO IX,"6,22"
220830 PIRACURUCA,"6,47"
220840 PIRIPIRI,"4,33"
220850 PORTO,"2,59"
220855 PORTO ALEGRE DO PIAUI,"8,36"
220860 PRATA DO PIAUI,"13,25"
220865 QUEIMADA NOVA,"6,02"
220870 REDENCAO DO GURGUEIA,"7,06"
220880 REGENERACAO,"9,38"
220885 RIACHO FRIO,"18,71"
220887 RIBEIRA DO PIAUI,"6,51"
220890 RIBEIRO GONCALVES,"8,77"
220900 RIO GRANDE DO PIAUI,"6,52"
220910 SANTA CRUZ DO PIAUI,"3,07"
220915 SANTA CRUZ DOS MILAGRES,"6,96"
220920 SANTA FILOMENA,"9,07"
220930 SANTA LUZ,"11,20"
220935 SANTANA DO PIAUI,"2,97"
220937 SANTA ROSA DO PIAUI,"8,48"
220940 SANTO ANTONIO DE LISBOA,"2,18"
220945 SANTO ANTONIO DOS MILAGRES,"12,95"
220950 SANTO INACIO DO PIAUI,"12,32"
220955 SAO BRAZ DO PIAUI,"3,35"
220960 SAO FELIX DO PIAUI,"5,42"
220965 SAO FRANCISCO DE ASSIS DO PIAUI,"3,07"
220970 SAO FRANCISCO DO PIAUI,"6,79"
220975 SAO GONCALO DO GURGUEIA,"21,75"
220980 SAO GONCALO DO PIAUI,"18,27"
220985 SAO JOAO DA CANABRAVA,"11,07"
220987 SAO JOAO DA FRONTEIRA,"7,65"
220990 SAO JOAO DA SERRA,"7,16"
220995 SAO JOAO DA VARJOTA,"7,93"
220997 SAO JOAO DO ARRAIAL,"4,85"
221000 SAO JOAO DO PIAUI,"6,67"
221005 SAO JOSE DO DIVINO,"3,10"
221010 SAO JOSE DO PEIXE,"5,03"
221020 SAO JOSE DO PIAUI,"3,66"
221030 SAO JULIAO,"6,18"
221035 SAO LOURENCO DO PIAUI,"4,17"
221037 SAO LUIS DO PIAUI,"3,58"
221038 SAO MIGUEL DA BAIXA GRANDE,"4,21"
221039 SAO MIGUEL DO FIDALGO,"4,69"
221040 SAO MIGUEL DO TAPUIO,"6,07"
221050 SAO PEDRO DO PIAUI,"6,90"
221060 SAO RAIMUNDO NONATO,"5,38"
221062 SEBASTIAO BARROS,"9,58"
221063 SEBASTIAO LEAL,"26,87"
221065 SIGEFREDO PACHECO,"6,25"
221070 SIMOES,"4,87"
221080 SIMPLICIO MENDES,"8,70"
221090 SOCORRO DO PIAUI,"13,58"
221093 SUSSUAPARA,"5,23"
221095 TAMBORIL DO PIAUI,"5,80"
221097 TANQUE DO PIAUI,"1,72"
221100 TERESINA,"9,55"
221110 UNIAO,"6,32"
221120 URUCUI,"7,04"
221130 VALENCA DO PIAUI,"8,24"
221135 VARZEA BRANCA,"3,42"
221140 VARZEA GRANDE,"4,91"
221150 VERA MENDES,"4,66"
221160 VILA NOVA DO PIAUI,"5,09"
221170 WALL FERRAZ,"5,08"
230010 ABAIARA,"9,23"
230015 ACARAPE,"6,92"
230020 ACARAU,"7,86"
230030 ACOPIARA,"6,04"
230040 AIUABA,"3,69"
230050 ALCANTARAS,"4,69"
230060 ALTANEIRA,"6,97"
230070 ALTO SANTO,"5,29"
230075 AMONTADA,"7,04"
230080 ANTONINA DO NORTE,"6,52"
230090 APUIARES,"5,02"
230100 AQUIRAZ,"7,60"
230110 ARACATI,"10,03"
230120 ARACOIABA,"5,63"
230125 ARARENDA,"12,71"
230130 ARARIPE,"4,95"
230140 ARATUBA,"4,44"
230150 ARNEIROZ,"6,24"
230160 ASSARE,"4,47"
230170 AURORA,"6,22"
230180 BAIXIO,"6,40"
230185 BANABUIU,"5,68"
230190 BARBALHA,"9,89"
230195 BARREIRA,"10,29"
230200 BARRO,"5,34"
230205 BARROQUINHA,"2,80"
230210 BATURITE,"7,59"
230220 BEBERIBE,"6,52"
230230 BELA CRUZ,"6,32"
230240 BOA VIAGEM,"6,30"
230250 BREJO SANTO,"8,22"
230260 CAMOCIM,"9,18"
230270 CAMPOS SALES,"5,27"
230280 CANINDE,"9,40"
230290 CAPISTRANO,"6,43"
230300 CARIDADE,"9,94"
230310 CARIRE,"5,79"
230320 CARIRIACU,"6,83"
230330 CARIUS,"3,64"
230340 CARNAUBAL,"2,64"
230350 CASCAVEL,"8,71"
230360 CATARINA,"16,48"
230365 CATUNDA,"5,37"
230370 CAUCAIA,"8,38"
230380 CEDRO,"5,55"
230390 CHAVAL,"4,82"
230393 CHORO,"10,50"
230395 CHOROZINHO,"7,40"
230400 COREAU,"7,55"
230410 CRATEUS,"9,94"
230420 CRATO,"8,62"
230423 CROATA,"5,21"
230425 CRUZ,"4,06"
230426 DEPUTADO IRAPUAN PINHEIRO,"3,89"
230427 ERERE,"8,01"
230428 EUSEBIO,"7,78"
230430 FARIAS BRITO,"7,20"
230435 FORQUILHA,"6,56"
230440 FORTALEZA,"7,53"
230445 FORTIM,"9,82"
230450 FRECHEIRINHA,"4,28"
230460 GENERAL SAMPAIO,"7,17"
230465 GRACA,"7,41"
230470 GRANJA,"6,82"
230480 GRANJEIRO,"5,48"
230490 GROAIRAS,"5,41"
230495 GUAIUBA,"8,76"
230500 GUARACIABA DO NORTE,"4,67"
230510 GUARAMIRANGA,"9,82"
230520 HIDROLANDIA,"4,94"
230523 HORIZONTE,"8,89"
230526 IBARETAMA,"4,09"
230530 IBIAPINA,"2,20"
230533 IBICUITINGA,"8,91"
230535 ICAPUI,"8,33"
230540 ICO,"5,72"
230550 IGUATU,"6,82"
230560 INDEPENDENCIA,"8,75"
230565 IPAPORANGA,"7,97"
230570 IPAUMIRIM,"7,75"
230580 IPU,"5,41"
230590 IPUEIRAS,"7,39"
230600 IRACEMA,"8,25"
230610 IRAUCUBA,"15,49"
230620 ITAICABA,"10,35"
230625 ITAITINGA,"11,43"
230630 ITAPAGE,"9,18"
230640 ITAPIPOCA,"9,69"
230650 ITAPIUNA,"5,94"
230655 ITAREMA,"4,95"
230660 ITATIRA,"10,04"
230670 JAGUARETAMA,"6,13"
230680 JAGUARIBARA,"5,12"
230690 JAGUARIBE,"6,90"
230700 JAGUARUANA,"7,74"
230710 JARDIM,"4,92"
230720 JATI,"6,38"
230725 JIJOCA DE JERICOACOARA,"5,46"
230730 JUAZEIRO DO NORTE,"9,59"
230740 JUCAS,"8,78"
230750 LAVRAS DA MANGABEIRA,"7,78"
230760 LIMOEIRO DO NORTE,"9,02"
230763 MADALENA,"9,35"
230765 MARACANAU,"10,31"
230770 MARANGUAPE,"8,42"
230780 MARCO,"7,06"
230790 MARTINOPOLE,"6,98"
230800 MASSAPE,"8,03"
230810 MAURITI,"8,37"
230820 MERUOCA,"3,19"
230830 MILAGRES,"8,03"
230835 MILHA,"4,16"
230837 MIRAIMA,"12,89"
230840 MISSAO VELHA,"4,28"
230850 MOMBACA,"4,81"
230860 MONSENHOR TABOSA,"10,34"
230870 MORADA NOVA,"7,95"
230880 MORAUJO,"8,32"
230890 MORRINHOS,"6,43"
230900 MUCAMBO,"7,31"
230910 MULUNGU,"5,28"
230920 NOVA OLINDA,"5,28"
230930 NOVA RUSSAS,"5,13"
230940 NOVO ORIENTE,"6,73"
230945 OCARA,"7,33"
230950 OROS,"4,72"
230960 PACAJUS,"9,70"
230970 PACATUBA,"12,67"
230980 PACOTI,"7,65"
230990 PACUJA,"5,78"
231000 PALHANO,"4,27"
231010 PALMACIA,"5,03"
231020 PARACURU,"6,12"
231025 PARAIPABA,"5,62"
231030 PARAMBU,"6,43"
231040 PARAMOTI,"6,58"
231050 PEDRA BRANCA,"6,55"
231060 PENAFORTE,"10,67"
231070 PENTECOSTE,"9,01"
231080 PEREIRO,"3,64"
231085 PINDORETAMA,"5,76"
231090 PIQUET CARNEIRO,"6,12"
231095 PIRES FERREIRA,"7,97"
231100 PORANGA,"8,45"
231110 PORTEIRAS,"10,17"
231120 POTENGI,"14,90"
231123 POTIRETAMA,"7,81"
231126 QUITERIANOPOLIS,"5,59"
231130 QUIXADA,"8,36"
231135 QUIXELO,"3,43"
231140 QUIXERAMOBIM,"6,42"
231150 QUIXERE,"11,65"
231160 REDENCAO,"4,63"
231170 RERIUTABA,"5,43"
231180 RUSSAS,"6,19"
231190 SABOEIRO,"6,07"
231195 SALITRE,"1,63"
231200 SANTANA DO ACARAU,"8,69"
231210 SANTANA DO CARIRI,"5,64"
231220 SANTA QUITERIA,"7,24"
231230 SAO BENEDITO,"3,59"
231240 SAO GONCALO DO AMARANTE,"8,49"
231250 SAO JOAO DO JAGUARIBE,"3,72"
231260 SAO LUIS DO CURU,"11,34"
231270 SENADOR POMPEU,"7,99"
231280 SENADOR SA,"4,79"
231290 SOBRAL,"7,53"
231300 SOLONOPOLE,"5,49"
231310 TABULEIRO DO NORTE,"9,60"
231320 TAMBORIL,"5,39"
231325 TARRAFAS,"8,35"
231330 TAUA,"5,70"
231335 TEJUCUOCA,"8,32"
231340 TIANGUA,"4,37"
231350 TRAIRI,"3,80"
231355 TURURU,"11,61"
231360 UBAJARA,"7,17"
231370 UMARI,"5,70"
231375 UMIRIM,"9,07"
231380 URUBURETAMA,"11,00"
231390 URUOCA,"7,68"
231395 VARJOTA,"7,95"
231400 VARZEA ALEGRE,"4,98"
231410 VICOSA DO CEARA,"4,60"
240010 ACARI,"3,24"
240020 ACU,"10,09"
240030 AFONSO BEZERRA,"11,68"
240040 AGUA NOVA,"19,57"
240050 ALEXANDRIA,"12,11"
240060 ALMINO AFONSO,"8,40"
240070 ALTO DO RODRIGUES,"12,73"
240080 ANGICOS,"10,30"
240090 ANTONIO MARTINS,"6,70"
240100 APODI,"9,16"
240110 AREIA BRANCA,"13,91"
240120 ARES,"16,23"
240130 AUGUSTO SEVERO,"7,13"
240140 BAIA FORMOSA,"9,02"
240145 BARAUNA,"11,53"
240150 BARCELONA,"7,65"
240160 BENTO FERNANDES,"9,27"
240165 BODO,"7,16"
240170 BOM JESUS,"8,77"
240180 BREJINHO,"7,02"
240185 CAICARA DO NORTE,"7,25"
240190 CAICARA DO RIO DO VENTO,"9,47"
240200 CAICO,"6,65"
240210 CAMPO REDONDO,"9,08"
240220 CANGUARETAMA,"15,47"
240230 CARAUBAS,"10,02"
240240 CARNAUBA DOS DANTAS,"3,74"
240250 CARNAUBAIS,"15,25"
240260 CEARA-MIRIM,"12,10"
240270 CERRO CORA,"6,20"
240280 CORONEL EZEQUIEL,"5,20"
240290 CORONEL JOAO PESSOA,"2,82"
240300 CRUZETA,"5,39"
240310 CURRAIS NOVOS,"7,48"
240320 DOUTOR SEVERIANO,"2,40"
240325 PARNAMIRIM,"9,33"
240330 ENCANTO,"10,27"
240340 EQUADOR,"8,67"
240350 ESPIRITO SANTO,"12,54"
240360 EXTREMOZ,"12,24"
240370 FELIPE GUERRA,"10,83"
240375 FERNANDO PEDROZA,"13,00"
240380 FLORANIA,"9,68"
240390 FRANCISCO DANTAS,"8,41"
240400 FRUTUOSO GOMES,"10,81"
240410 GALINHOS,"10,70"
240420 GOIANINHA,"11,34"
240430 GOVERNADOR DIX-SEPT ROSADO,"14,40"
240440 GROSSOS,"12,08"
240450 GUAMARE,"11,41"
240460 IELMO MARINHO,"4,83"
240470 IPANGUACU,"11,31"
240480 IPUEIRA,"1,80"
240485 ITAJA,"4,90"
240490 ITAU,"10,89"
240500 JACANA,"5,49"
240510 JANDAIRA,"13,21"
240520 JANDUIS,"5,87"
240530 JANUARIO CICCO,"3,40"
240540 JAPI,"6,29"
240550 JARDIM DE ANGICOS,"3,53"
240560 JARDIM DE PIRANHAS,"6,96"
240570 JARDIM DO SERIDO,"6,94"
240580 JOAO CAMARA,"11,46"
240590 JOAO DIAS,"6,22"
240600 JOSE DA PENHA,"6,77"
240610 JUCURUTU,"9,11"
240615 JUNDIA,"3,59"
240620 LAGOA D'ANTA,"5,04"
240630 LAGOA DE PEDRAS,"6,31"
240640 LAGOA DE VELHOS,"6,47"
240650 LAGOA NOVA,"8,30"
240660 LAGOA SALGADA,"7,84"
240670 LAJES,"13,13"
240680 LAJES PINTADAS,"5,19"
240690 LUCRECIA,"8,28"
240700 LUIS GOMES,"13,32"
240710 MACAIBA,"11,34"
240720 MACAU,"12,17"
240725 MAJOR SALES,"14,25"
240730 MARCELINO VIEIRA,"7,32"
240740 MARTINS,"7,98"
240750 MAXARANGUAPE,"15,58"
240760 MESSIAS TARGINO,"6,24"
240770 MONTANHAS,"7,49"
240780 MONTE ALEGRE,"11,15"
240790 MONTE DAS GAMELEIRAS,"4,04"
240800 MOSSORO,"10,22"
240810 NATAL,"9,97"
240820 NISIA FLORESTA,"9,61"
240830 NOVA CRUZ,"9,41"
240840 OLHO-D'AGUA DO BORGES,"9,76"
240850 OURO BRANCO,"2,48"
240860 PARANA,"8,22"
240870 PARAU,"14,19"
240880 PARAZINHO,"15,06"
240890 PARELHAS,"6,89"
240895 RIO DO FOGO,"8,25"
240910 PASSA E FICA,"11,14"
240920 PASSAGEM,"15,70"
240930 PATU,"9,05"
240933 SANTA MARIA,"16,10"
240940 PAU DOS FERROS,"7,58"
240950 PEDRA GRANDE,"10,84"
240960 PEDRA PRETA,"1,78"
240970 PEDRO AVELINO,"8,25"
240980 PEDRO VELHO,"13,07"
240990 PENDENCIAS,"19,10"
241000 PILOES,"15,57"
241010 POCO BRANCO,"7,49"
241020 PORTALEGRE,"7,93"
241025 PORTO DO MANGUE,"13,22"
241030 SERRA CAIADA,"6,96"
241040 PUREZA,"7,72"
241050 RAFAEL FERNANDES,"6,91"
241060 RAFAEL GODEIRO,"14,90"
241070 RIACHO DA CRUZ,"25,04"
241080 RIACHO DE SANTANA,"12,26"
241090 RIACHUELO,"18,99"
241100 RODOLFO FERNANDES,"12,80"
241105 TIBAU,"7,46"
241110 RUY BARBOSA,"12,01"
241120 SANTA CRUZ,"9,63"
241140 SANTANA DO MATOS,"9,39"
241142 SANTANA DO SERIDO,"5,80"
241150 SANTO ANTONIO,"10,02"
241160 SAO BENTO DO NORTE,"18,79"
241170 SAO BENTO DO TRAIRI,"5,61"
241180 SAO FERNANDO,"6,65"
241190 SAO FRANCISCO DO OESTE,"8,26"
241200 SAO GONCALO DO AMARANTE,"11,84"
241210 SAO JOAO DO SABUGI,"3,91"
241220 SAO JOSE DE MIPIBU,"11,01"
241230 SAO JOSE DO CAMPESTRE,"8,40"
241240 SAO JOSE DO SERIDO,"3,10"
241250 SAO MIGUEL,"7,34"
241255 SAO MIGUEL DO GOSTOSO,"7,33"
241260 SAO PAULO DO POTENGI,"12,85"
241270 SAO PEDRO,"11,56"
241280 SAO RAFAEL,"9,05"
241290 SAO TOME,"7,04"
241300 SAO VICENTE,"2,69"
241310 SENADOR ELOI DE SOUZA,"6,37"
241320 SENADOR GEORGINO AVELINO,"11,48"
241330 SERRA DE SAO BENTO,"10,93"
241335 SERRA DO MEL,"9,83"
241340 SERRA NEGRA DO NORTE,"2,59"
241350 SERRINHA,"5,25"
241355 SERRINHA DOS PINTOS,"7,86"
241360 SEVERIANO MELO,"11,00"
241370 SITIO NOVO,"9,74"
241380 TABOLEIRO GRANDE,"7,31"
241390 TAIPU,"7,70"
241400 TANGARA,"10,19"
241410 TENENTE ANANIAS,"6,50"
241415 TENENTE LAURENTINO CRUZ,"4,18"
241420 TIBAU DO SUL,"7,78"
241430 TIMBAUBA DOS BATISTAS,"2,66"
241440 TOUROS,"6,82"
241445 TRIUNFO POTIGUAR,"7,99"
241450 UMARIZAL,"7,41"
241460 UPANEMA,"7,14"
241470 VARZEA,"10,93"
241475 VENHA-VER,"13,81"
241480 VERA CRUZ,"3,48"
241490 VICOSA,"14,58"
241500 VILA FLOR,"18,90"
250010 AGUA BRANCA,"4,34"
250020 AGUIAR,"4,24"
250030 ALAGOA GRANDE,"9,62"
250040 ALAGOA NOVA,"6,67"
250050 ALAGOINHA,"6,52"
250053 ALCANTIL,"3,20"
250057 ALGODAO DE JANDAIRA,"6,96"
250060 ALHANDRA,"12,85"
250070 SAO JOAO DO RIO DO PEIXE,"6,74"
250073 AMPARO,"9,83"
250077 APARECIDA,"8,66"
250080 ARACAGI,"5,32"
250090 ARARA,"4,20"
250100 ARARUNA,"5,88"
250110 AREIA,"6,66"
250115 AREIA DE BARAUNAS,"6,21"
250120 AREIAL,"5,49"
250130 AROEIRAS,"5,78"
250135 ASSUNCAO,"7,72"
250140 BAIA DA TRAICAO,"9,38"
250150 BANANEIRAS,"6,16"
250153 BARAUNA,"6,83"
250157 BARRA DE SANTANA,"5,57"
250160 BARRA DE SANTA ROSA,"4,73"
250170 BARRA DE SAO MIGUEL,"0,80"
250180 BAYEUX,"11,71"
250190 BELEM,"8,20"
250200 BELEM DO BREJO DO CRUZ,"8,73"
250205 BERNARDINO BATISTA,"5,43"
250210 BOA VENTURA,"7,08"
250215 BOA VISTA,"5,16"
250220 BOM JESUS,"12,85"
250230 BOM SUCESSO,"4,46"
250240 BONITO DE SANTA FE,"4,17"
250250 BOQUEIRAO,"5,83"
250260 IGARACY,"5,56"
250270 BORBOREMA,"5,69"
250280 BREJO DO CRUZ,"6,94"
250290 BREJO DOS SANTOS,"19,79"
250300 CAAPORA,"12,24"
250310 CABACEIRAS,"7,00"
250320 CABEDELO,"11,46"
250330 CACHOEIRA DOS INDIOS,"8,61"
250340 CACIMBA DE AREIA,"3,73"
250350 CACIMBA DE DENTRO,"6,89"
250355 CACIMBAS,"7,90"
250360 CAICARA,"7,90"
250370 CAJAZEIRAS,"6,28"
250375 CAJAZEIRINHAS,"1,62"
250380 CALDAS BRANDAO,"9,18"
250390 CAMALAU,"6,18"
250400 CAMPINA GRANDE,"10,70"
250403 CAPIM,"21,23"
250407 CARAUBAS,"2,52"
250410 CARRAPATEIRA,"1,91"
250415 CASSERENGUE,"2,75"
250420 CATINGUEIRA,"10,80"
250430 CATOLE DO ROCHA,"7,96"
250435 CATURITE,"1,64"
250440 CONCEICAO,"9,14"
250450 CONDADO,"7,38"
250460 CONDE,"8,01"
250470 CONGO,"2,87"
250480 COREMAS,"8,18"
250485 COXIXOLA,"4,83"
250490 CRUZ DO ESPIRITO SANTO,"9,08"
250500 CUBATI,"9,54"
250510 CUITE,"4,90"
250520 CUITEGI,"14,19"
250523 CUITE DE MAMANGUAPE,"14,57"
250527 CURRAL DE CIMA,"4,04"
250530 CURRAL VELHO,"11,41"
250535 DAMIAO,"3,59"
250540 DESTERRO,"4,15"
250550 VISTA SERRANA,"5,02"
250560 DIAMANTE,"10,91"
250570 DONA INES,"4,67"
250580 DUAS ESTRADAS,"5,00"
250590 EMAS,"9,11"
250600 ESPERANCA,"8,62"
250610 FAGUNDES,"4,87"
250620 FREI MARTINHO,"3,22"
250625 GADO BRAVO,"4,20"
250630 GUARABIRA,"8,57"
250640 GURINHEM,"5,97"
250650 GURJAO,"5,44"
250660 IBIARA,"6,48"
250670 IMACULADA,"3,65"
250680 INGA,"9,12"
250690 ITABAIANA,"8,31"
250700 ITAPORANGA,"10,66"
250710 ITAPOROROCA,"10,28"
250720 ITATUBA,"9,56"
250730 JACARAU,"7,92"
250740 JERICO,"8,37"
250750 JOAO PESSOA,"9,74"
250760 JUAREZ TAVORA,"5,29"
250770 JUAZEIRINHO,"4,17"
250780 JUNCO DO SERIDO,"6,63"
250790 JURIPIRANGA,"9,34"
250800 JURU,"4,86"
250810 LAGOA,"5,78"
250820 LAGOA DE DENTRO,"8,75"
250830 LAGOA SECA,"6,50"
250840 LASTRO,"20,74"
250850 LIVRAMENTO,"3,13"
250855 LOGRADOURO,"4,07"
250860 LUCENA,"9,93"
250870 MAE D'AGUA,"8,82"
250880 MALTA,"9,73"
250890 MAMANGUAPE,"12,88"
250900 MANAIRA,"3,61"
250905 MARCACAO,"4,64"
250910 MARI,"9,78"
250915 MARIZOPOLIS,"9,02"
250920 MASSARANDUBA,"6,80"
250930 MATARACA,"13,45"
250933 MATINHAS,"4,29"
250937 MATO GROSSO,"6,63"
250939 MATUREIA,"6,04"
250940 MOGEIRO,"11,04"
250950 MONTADAS,"3,36"
250960 MONTE HOREBE,"6,76"
250970 MONTEIRO,"4,55"
250980 MULUNGU,"12,66"
250990 NATUBA,"4,64"
251000 NAZAREZINHO,"5,60"
251010 NOVA FLORESTA,"5,48"
251020 NOVA OLINDA,"10,46"
251030 NOVA PALMEIRA,"1,74"
251040 OLHO D'AGUA,"5,46"
251050 OLIVEDOS,"10,72"
251060 OURO VELHO,"5,55"
251065 PARARI,"5,32"
251070 PASSAGEM,"7,59"
251080 PATOS,"8,40"
251090 PAULISTA,"3,80"
251100 PEDRA BRANCA,"19,14"
251110 PEDRA LAVRADA,"5,69"
251120 PEDRAS DE FOGO,"10,09"
251130 PIANCO,"8,12"
251140 PICUI,"5,61"
251150 PILAR,"9,05"
251160 PILOES,"6,49"
251170 PILOEZINHOS,"3,71"
251180 PIRPIRITUBA,"9,95"
251190 PITIMBU,"6,64"
251200 POCINHOS,"8,59"
251203 POCO DANTAS,"2,45"
251207 POCO DE JOSE DE MOURA,"4,47"
251210 POMBAL,"7,47"
251220 PRATA,"6,91"
251230 PRINCESA ISABEL,"6,51"
251240 PUXINANA,"4,20"
251250 QUEIMADAS,"8,09"
251260 QUIXABA,"13,33"
251270 REMIGIO,"6,06"
251272 PEDRO REGIS,"5,27"
251274 RIACHAO,"3,48"
251275 RIACHAO DO BACAMARTE,"7,70"
251276 RIACHAO DO POCO,"4,00"
251278 RIACHO DE SANTO ANTONIO,"5,91"
251280 RIACHO DOS CAVALOS,"4,85"
251290 RIO TINTO,"10,58"
251300 SALGADINHO,"5,25"
251310 SALGADO DE SAO FELIX,"7,68"
251315 SANTA CECILIA,"1,45"
251320 SANTA CRUZ,"3,95"
251330 SANTA HELENA,"13,68"
251335 SANTA INES,"13,82"
251340 SANTA LUZIA,"7,68"
251350 SANTANA DE MANGUEIRA,"5,77"
251360 SANTANA DOS GARROTES,"7,23"
251365 JOCA CLAUDINO,"2,27"
251370 SANTA RITA,"11,31"
251380 SANTA TERESINHA,"6,91"
251385 SANTO ANDRE,"4,31"
251390 SAO BENTO,"2,65"
251392 SAO BENTINHO,"6,58"
251394 SAO DOMINGOS DO CARIRI,"4,55"
251396 SAO DOMINGOS,"6,05"
251398 SAO FRANCISCO,"4,75"
251400 SAO JOAO DO CARIRI,"5,52"
251410 SAO JOAO DO TIGRE,"2,21"
251420 SAO JOSE DA LAGOA TAPADA,"5,52"
